req_id,domain,status,owner_agent,contract_member,gate,spec_document,requirement
REQ-CTR-09,CTR,MUST,orchestrator,CCR,G3,contracts/README.md,"A CCR that genuinely needs a breaking change is arbitrated by the orchestrator, versioned (`v1` → `v2`), and both versions are served through a stated deprecation window."
REQ-CTR-10,CTR,MUST,A23,contract interface tests,G4,contracts/README.md,"Interface tests belong to the contract, not to either side, and both the producer and the consumer run them."
REQ-SEC-01,SEC,MUST,A01,crypto / egress-client,G7,compliance/cra/secure-by-default.md,"Every byte that enters or leaves the server is encrypted in transit. No cleartext ingress or egress on any interface, including inside the compose network."
REQ-SEC-02,SEC,MUST,A01,crypto / egress-client,G7,compliance/cra/secure-by-default.md,"TLS 1.3 preferred, TLS 1.2 floor with an AEAD-only cipher list. HSTS with `includeSubDomains; preload`. HTTP exists only to 308 to HTTPS."
REQ-SEC-03,SEC,MUST,A01,crypto / egress-client,G7,compliance/cra/secure-by-default.md,Postgres connections use `sslmode=verify-full` with a pinned CA. The compose stack ships its own dev CA and refuses to start the app against a non-TLS database.
REQ-SEC-04,SEC,MUST,A12,mail-template,G7,compliance/cra/secure-by-default.md,SMTP egress requires implicit TLS (465) or mandatory STARTTLS with certificate verification. `STARTTLS optional` is not a supported configuration.
REQ-SEC-05,SEC,MUST,A13,log-record,G7,compliance/cra/secure-by-default.md,Syslog forwarding uses RFC 5425 TLS (or DTLS). Plain UDP/514 is not a supported configuration.
REQ-SEC-06,SEC,MUST,A01,crypto / egress-client,G7,compliance/cra/secure-by-default.md,"Application-level encryption at rest for sensitive columns (TOTP seeds, recovery codes, OIDC client secrets, API key material, SMTP credentials) via an envelope scheme with a rotatable KEK."
REQ-SEC-07,SEC,MUST,A03,session / mfa,G7,compliance/cra/secure-by-default.md,"Secrets are stored as hashes where verification is enough: Argon2id for passwords, SHA-256 of a high-entropy token for API keys, Argon2id for recovery codes."
REQ-SEC-08,SEC,MUST,A01,crypto / egress-client,G7,compliance/cra/secure-by-default.md,"Strict CSP with per-request nonces and no `unsafe-inline`/`unsafe-eval`. Plus `Referrer-Policy`, `X-Content-Type-Options`, `Permissions-Policy`, `Cross-Origin-Opener-Policy`, `Cross-Origin-Resource-Policy`."
REQ-SEC-09,SEC,MUST,A03,session,G7,compliance/cra/secure-by-default.md,"Session cookies: `HttpOnly`, `Secure`, `SameSite=Lax` (session) / `Strict` (privileged), `__Host-` prefix, rotated on privilege change."
REQ-SEC-10,SEC,MUST,A11,route-contract,G7,compliance/cra/secure-by-default.md,"Origin-checked double-submit CSRF protection on every state-changing route, including Server Actions."
REQ-SEC-11,SEC,MUST,A03,auth-policy,G7,compliance/cra/secure-by-default.md,"Per-identity and per-IP rate limits on auth, API-key, password-reset and export routes, with lockout backoff and an audit event per trip."
REQ-SEC-12,SEC,MUST,A01,crypto / egress-client,G7,compliance/cra/secure-by-default.md,"Every external outbound call goes through one egress client that enforces TLS verification, a timeout, an allowlist, and SSRF guards (no link-local, no loopback, no private ranges unless allowlisted)."
REQ-AUT-01,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,"Username + password + OTP (TOTP, RFC 6238) as a first-class method."
REQ-AUT-02,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,"Passkeys (WebAuthn level 2, resident keys, user verification required) as a first-class method."
REQ-AUT-03,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,"OIDC federation with three validated providers: Microsoft Entra ID, Authentik, Keycloak. Authorization Code + PKCE, `state` and `nonce` enforced, discovery-document driven."
REQ-AUT-04,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,Per-tenant and global policy to enable/disable each method independently. A tenant admin cannot enable a method the global tier has disabled.
REQ-AUT-05,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,"MFA is required by default. Turning it off is an explicit, audited, global-tier-only policy change with a typed confirmation."
REQ-AUT-06,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,"Recovery codes are generated at the moment a user enrols any MFA factor: 10 single-use codes, shown exactly once, stored Argon2id-hashed, with a regenerate flow and a consumed-code audit event."
REQ-AUT-07,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,"Step-up re-authentication for privileged actions (role change, tenant creation, API key mint, policy change, export)."
REQ-AUT-08,AUT,MUST,A06,theme-tokens,G6,spec/theming.md,Login screen is built from the shadcn `login-02` block (REQ-UI-02).
REQ-AUT-09,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,Account linking: one identity may hold several methods; unlinking the last factor that satisfies policy is refused.
REQ-AUT-10,AUT,MUST,A03,session / auth-policy / mfa,G7,spec/auth.md,Sessions are server-side and revocable. A user sees their active sessions and can kill them; an admin can kill a tenant's.
REQ-RBA-01,RBA,MUST,A04,rbac / tenancy / rls-contract,G7,spec/rbac-tenancy.md,"Role-based access control with roles composed of fine-grained permissions, expressed as `<domain>.<resource>.<action>` strings in `packages/contracts`."
REQ-RBA-02,RBA,MUST,A04,rbac / tenancy / rls-contract,G7,spec/rbac-tenancy.md,Permission checks are deny-by-default and evaluated server-side. Client-side gating is presentation only and never the enforcement point.
REQ-RBA-03,RBA,MUST,A04,rbac / tenancy / rls-contract,G7,spec/rbac-tenancy.md,"Multi-tenant. Every tenant-scoped row carries `tenant_id`, and the tenant is derived from the session server-side — never from a request parameter."
REQ-RBA-04,RBA,MUST,A04,rbac / tenancy / rls-contract,G7,spec/rbac-tenancy.md,PostgreSQL Row Level Security is enabled and `FORCE`d on every tenant-scoped table. The app connects as a non-owner role that cannot bypass RLS.
REQ-RBA-05,RBA,MUST,A04,rbac / tenancy / rls-contract,G7,spec/rbac-tenancy.md,"Tenant isolation is proven by test, not by inspection: a cross-tenant read/write attempt per table returns zero rows / raises."
REQ-RBA-06,RBA,MUST,A04,rbac / tenancy / rls-contract,G7,spec/rbac-tenancy.md,"A global tier above tenants — MSP operators, global admins, superadmins — with system-wide administration, its own permission namespace, and mandatory step-up auth."
REQ-RBA-07,RBA,MUST,A04,tenancy / audit-event,G7,spec/rbac-tenancy.md,"Global-tier impersonation or tenant-entry is time-boxed, reason-required, banner-visible to the operator, and audited on both entry and exit."
REQ-RBA-08,RBA,MUST,A04,rbac / tenancy / rls-contract,G7,spec/rbac-tenancy.md,Role and permission changes are versioned and audited with a before/after diff.
REQ-ENT-01,ENT,MUST,A02,entity-base,G4,spec/entity-model.md,"Almost every entity extends the base envelope: `comment`, `created_at`, `created_by`, `updated_at`, `updated_by`, `deleted_at`, `deleted_by`. Exemptions are enumerated in `contracts/types/entity-base.md` and justified there."
REQ-ENT-02,ENT,MUST,A04,rbac,G4,spec/entity-model.md,"Deletion is soft by default. Hard delete is a separate, global-tier permission with its own audit event."
REQ-ENT-03,ENT,MUST,A02,entity-base,G4,spec/entity-model.md,"The envelope is enforced by migration lint, not by convention: CI fails on a table lacking the columns and not listed as exempt."
REQ-ENT-04,ENT,MUST,A02,entity-base,G4,spec/entity-model.md,"`created_by`/`updated_by`/`deleted_by` are set from the request's actor context by a single data-access layer, never passed in by a caller."
REQ-ENT-05,ENT,MUST,A02,entity-base,G4,spec/entity-model.md,Every list and detail read filters `deleted_at IS NULL` unless the caller holds the permission to see deleted rows.
REQ-UI-01,UI,MUST,A05,nav-registry,G6,spec/screenspace.md,"shadcn/ui, `dashboard-01` block as the dashboard baseline."
REQ-UI-02,UI,MUST,A03,(login-02 block),G6,spec/screenspace.md,shadcn `login-02` block as the login baseline.
REQ-UI-03,UI,MUST,A05,nav-registry,G6,spec/screenspace.md,Layout and navigation conventions follow `arhamkhnz/next-shadcn-admin-dashboard` as the reference implementation (see `spec/baseline.md`).
REQ-UI-04,UI,MUST,A06,theme-tokens,G6,spec/theming.md,"Theme preset `b2CjxkL2O` with base `radix`: style `mira`, baseColor `mist`, theme `emerald`, chart `emerald`, font `montserrat`, radius `small`, menuAccent `bold`."
REQ-UI-05,UI,MUST,A06,theme-tokens,G6,spec/theming.md,"Full in-app theming at parity with the shadcn theme generator: every knob the generator exposes (style, base colour, theme colour, chart colour, icon library, font, heading font, radius, menu accent, menu colour) is editable, previewable and persistable in-app."
REQ-UI-06,UI,MUST,A06,theme-tokens,G6,spec/theming.md,"Dark, light and system theme modes, with no flash of wrong theme on first paint."
REQ-UI-07,UI,MUST,A05,nav-registry / surface-budget,G6,spec/screenspace.md,"A genuine mobile design — not a narrowed desktop. Bottom navigation, sheet-based detail, thumb-reachable primary actions, 44px minimum touch targets."
REQ-UI-08,UI,MUST,A05,nav-registry / surface-budget,G6,spec/screenspace.md,"A genuine desktop design — density-first, keyboard-first, multi-pane where it earns the space."
REQ-UI-09,UI,MUST,A05,screenspace,G6,spec/screenspace.md,"Screenspace is measured, not assumed: a runtime measurement layer reports viewport, safe-area insets, visual-viewport (keyboard) offset, container sizes and available content height."
REQ-UI-10,UI,MUST,A05,surface-budget,G6,spec/screenspace.md,Declared space budgets per surface (chrome vs content) are asserted in visual tests at each named breakpoint; a surface spending more chrome than its budget fails the gate.
REQ-UI-11,UI,MUST,A05,nav-registry,G6,spec/screenspace.md,"Keyboard-complete and screen-reader-sane: visible focus, logical order, labelled controls, WCAG 2.2 AA contrast in both themes."
REQ-UI-12,UI,MUST,A05,nav-registry / surface-budget,G6,spec/screenspace.md,"Command palette (⌘K) covering navigation, entity search and permitted actions."
REQ-MOC-01,MOC,MUST,A08,(pre-contract),G1,gates/gate-ladder.md,The first build phase produces mockups and screenshots for human approval before production code is written.
REQ-MOC-02,MOC,MUST,A08,(pre-contract),G1,gates/gate-ladder.md,"Exactly 10 mockup designs, differentiated by layout, not by palette. Each names the layout thesis it is testing."
REQ-MOC-03,MOC,MUST,A21,(screenshots),G1,gates/gate-ladder.md,"Each of the 10 is rendered at mobile (390px), tablet (834px) and desktop (1440px) and screenshotted."
REQ-MOC-04,MOC,MUST,A21,(screenshots),G1,gates/gate-ladder.md,"Screenshots are presented in the chat response, not only written to disk."
REQ-MOC-05,MOC,MUST,orchestrator,approvals.md,G1,gates/gate-ladder.md,No production UI code is written until a human names the winning layout (or a hybrid of named ones). The approval is recorded in `build/approvals.md`.
REQ-MOC-06,MOC,MUST,A06,theme-tokens,G1,spec/theming.md,"Mockups are real rendered HTML at the chosen theme, not drawings — they must be honest about typography, density and control sizes."
REQ-GRD-01,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,Built on TanStack Table as the headless base.
REQ-GRD-02,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,"Fuzzy search in the top-left, above the table."
REQ-GRD-03,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,"Column chooser in the top-right, above the table."
REQ-GRD-04,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,"Column sorting, including multi-column with a visible precedence indicator."
REQ-GRD-05,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,"Per-column filtering with a type-aware filter control (text, enum, number range, date range, boolean)."
REQ-GRD-06,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,Column reordering by drag.
REQ-GRD-07,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,Column resizing with a persisted width.
REQ-GRD-08,GRD,MUST,A07,grid-prefs,G6,spec/datagrid.md,"Every grid interaction that expresses a preference — visibility, order, width, sort, filters, density, page size — is persisted to the user profile, per grid key, and survives device change."
REQ-GRD-09,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,Pagination at the bottom.
REQ-GRD-10,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,"Page-size ranges are a per-grid setting, not a global constant: a small grid can declare `[10, 20, 50, all]`, a large one `[20, 50, 100, 200, 500, all]`."
REQ-GRD-11,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,`all` is guarded: above a declared row ceiling it streams or refuses with an explainable message rather than hanging the tab.
REQ-GRD-12,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,Server-side sort/filter/paginate for grids over a declared row threshold; the client contract is identical either way.
REQ-GRD-13,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,"Row selection, bulk actions gated by permission, and an export that is itself audited."
REQ-GRD-14,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,Mobile rendering of the same grid definition as a card/stack list with the same filter and sort state.
REQ-GRD-15,GRD,MUST,A07,grid-def / grid-prefs / query-params,G6,spec/datagrid.md,Grid state is URL-shareable; the URL wins over the stored profile for that visit.
REQ-AUD-01,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"Full audit trail: create, update, delete, restore, login, logout, failed auth, policy change, permission change, impersonation, export, API key lifecycle."
REQ-AUD-02,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"Read/view logging — successful reads and detail views are audited too, with a sampling/aggregation policy for list reads so the trail stays affordable and honest."
REQ-AUD-03,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"Audit records are append-only: no `UPDATE`/`DELETE` grant to the app role, enforced by database privileges and a trigger."
REQ-AUD-04,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"Every audit record carries actor, tenant, on-behalf-of (impersonation), permission used, target, before/after diff for writes, request correlation id, source IP, user agent, and result."
REQ-AUD-05,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,Field-level redaction: secrets and declared PII never reach the audit diff in cleartext.
REQ-AUD-06,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,Tamper evidence: a per-tenant hash chain over audit rows with a verify job.
REQ-AUD-07,AUD,MUST,A13,log-record,G7,spec/observability.md,"Syslog forwarding over TLS in RFC 5424 structured-data format, with local spooling and backpressure when the collector is down."
REQ-AUD-08,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"An in-app debug console that streams live application events (SSE), for permitted operators only."
REQ-AUD-09,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"Debug console compact mode — one event per line, aligned columns, collapsed metadata — toggleable."
REQ-AUD-10,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"Debug console uses a monospace console font with coloured level/severity formatting and ANSI-faithful rendering, legible in both themes."
REQ-AUD-11,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"Stream controls: level filter, domain filter, text filter, pause/resume, follow-tail, ring-buffer size, copy, download."
REQ-AUD-12,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,Console output is redacted by the same rules as the audit diff — the console is not a secret-exfiltration channel.
REQ-AUD-13,AUD,MUST,A13,audit-event / log-record / console-stream,G6,spec/observability.md,"Audit retention and export per tenant, with a legal-hold flag that blocks purge."
REQ-TIM-01,TIM,MUST,A02,time,G4,spec/time.md,"Default display timezone `Europe/Stockholm`, with correct CET/CEST DST handling including the ambiguous and non-existent local hours."
REQ-TIM-02,TIM,MUST,A02,time,G4,spec/time.md,"Default date-time format `YYYY-MM-DD HH:mm:ss`, with `YYYY-MM-DD HH:mm` where seconds carry no meaning. Seconds are shown only when they matter."
REQ-TIM-03,TIM,MUST,A02,time,G4,spec/time.md,"Storage is always UTC (`timestamptz`); the timezone is a presentation concern resolved per user, falling back to tenant, then system default."
REQ-TIM-04,TIM,MUST,A02,time,G4,spec/time.md,"One formatting module. No ad-hoc `toLocaleString`, no per-component format strings."
REQ-TIM-05,TIM,MUST,A02,time,G4,spec/time.md,"User-selectable timezone and format profile, including 24h/12h, with `YYYY-MM-DD HH:mm:ss` as the shipped default."
REQ-TIM-06,TIM,MUST,A02,time,G4,spec/time.md,"Relative times (""3 min ago"") always carry the absolute value in a tooltip or title."
REQ-I18N-01,I18N,MUST,A14,i18n-namespace,G4,spec/i18n.md,"Multi-language support across the whole app including emails, PDFs, audit reason templates and error messages."
REQ-I18N-02,I18N,MUST,A14,i18n-namespace,G4,spec/i18n.md,No user-visible literal outside a message catalogue. CI fails on a hardcoded string in a rendered path.
REQ-I18N-03,I18N,MUST,A14,i18n-namespace,G4,spec/i18n.md,"ICU message format for plurals, gender and interpolation."
REQ-I18N-04,I18N,MUST,A14,i18n-namespace,G4,spec/i18n.md,Locale resolution: user preference → tenant default → `Accept-Language` → system default.
REQ-I18N-05,I18N,MUST,A14,i18n-namespace,G4,spec/i18n.md,"Namespaced keys owned per domain, registered in `packages/contracts` so two agents cannot collide on a key."
REQ-I18N-06,I18N,MUST,A14,i18n-namespace,G4,spec/i18n.md,"Shipped locales `en`, `sv`. Adding a locale is a data change, never a code change."
REQ-I18N-07,I18N,MUST,A14,i18n-namespace,G4,spec/i18n.md,"Untranslated keys fall back visibly in development and silently to the base locale in production, and are reported by a coverage check."
REQ-I18N-08,I18N,SHOULD,A14,i18n-namespace,G4,spec/i18n.md,RTL-ready layout primitives (logical CSS properties) even before an RTL locale ships.
REQ-API-01,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,"OpenAPI 3.1 document covering every endpoint, generated from the same Zod schemas the runtime validates with — never hand-maintained."
REQ-API-02,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,"Interactive API documentation served in-app, behind auth, reflecting the caller's own permissions."
REQ-API-03,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,"CI fails if a route exists without an OpenAPI operation, or an operation without a route."
REQ-API-04,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,"Users can generate API keys bound to themselves, inheriting their permissions, never exceeding them."
REQ-API-05,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,Admins can generate API keys — service keys with an explicitly chosen permission set and an owner of record.
REQ-API-06,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,Key material is shown exactly once. Storage is a hash plus a non-secret prefix for identification.
REQ-API-07,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,"Keys carry scopes, an expiry (mandatory, with a maximum), optional IP allowlist, last-used timestamp, and immediate revocation."
REQ-API-08,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,"Full API key lifecycle auditing: mint, use-first, rotate, revoke, expire."
REQ-API-09,API,MUST,A11,openapi-document,G3,spec/api.md,"Versioned paths `/api/v1/...`. Breaking a shipped operation requires a new version, never an edit (REQ-CTR-03)."
REQ-API-10,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,Uniform error envelope (RFC 9457 `application/problem+json`) with a stable error code taxonomy.
REQ-API-11,API,MUST,A11,openapi-document / api-key / route-contract,G4,spec/api.md,"Machine-readable pagination, filtering and sorting conventions shared with the datagrid contract."
REQ-PWA-01,PWA,MUST,A09,push-subscription / notification-category,G5,spec/screenspace.md,"Installable PWA: manifest, maskable icons, splash, standalone display, offline shell."
REQ-PWA-02,PWA,MUST,A09,push-subscription / notification-category,G5,spec/screenspace.md,"Web Push notifications (VAPID) with per-user, per-category subscription management and a graceful iOS/Safari path."
REQ-PWA-03,PWA,MUST,A09,(service worker),G7,spec/screenspace.md,Service worker never caches an authenticated response or a tenant-scoped payload.
REQ-PWA-04,PWA,MUST,A09,notification-event,G7,spec/screenspace.md,Push payloads carry no sensitive content — a reference the client resolves over TLS after authenticating.
REQ-PWA-05,PWA,MUST,A09,push-subscription / notification-category,G5,spec/screenspace.md,"A deterministic update path: new version detected, user prompted, no stale-shell lock-in."
REQ-PWA-06,PWA,MUST,A12,notification-category,G5,spec/screenspace.md,"Notification preferences are per-category and per-channel (in-app, push, email) with a digest option."
REQ-MAIL-01,MAIL,MUST,A12,mail-template / outbox,G5,spec/api.md,SMTP sending with per-tenant sender identity and a global fallback.
REQ-MAIL-02,MAIL,MUST,A12,mail-template / outbox,G5,spec/api.md,Mandatory TLS on submission (REQ-SEC-04) with verified certificates.
REQ-MAIL-03,MAIL,MUST,A12,mail-template / outbox,G5,spec/api.md,"Templated, localised, themed emails with a plain-text alternative, rendered from the same design tokens as the app."
REQ-MAIL-04,MAIL,MUST,A12,mail-template / outbox,G5,spec/api.md,"A durable outbox with retry, backoff, dead-letter and a delivery audit event. No send from a request path."
REQ-MAIL-05,MAIL,MUST,A12,mail-template / outbox,G5,spec/api.md,"Email address verification, and no enumeration through differential responses or timing."
REQ-MAIL-06,MAIL,MUST,A12,mail-template / outbox,G5,spec/api.md,"Operator-facing SMTP diagnostics: test send, last errors, connection probe — without revealing credentials."
REQ-DAT-01,DAT,MUST,A10,canonical-models / mapping-descriptor / provenance,G4,spec/data-normalization.md,"Canonical, product-agnostic and integration-agnostic core models (identity, organisation, asset, ticket, event, metric, location — as the intake requires) defined once in `packages/contracts`."
REQ-DAT-02,DAT,MUST,A10,canonical-models / mapping-descriptor / provenance,G4,spec/data-normalization.md,Integration payloads are normalised into canonical models. No vendor field name reaches a canonical table.
REQ-DAT-03,DAT,MUST,A10,canonical-models / mapping-descriptor / provenance,G4,spec/data-normalization.md,"Mapping is declarative data, not code: a versioned mapping descriptor per source, executed by a generic engine. Adding a source ships no TypeScript."
REQ-DAT-04,DAT,MUST,A10,canonical-models / mapping-descriptor / provenance,G4,spec/data-normalization.md,"The normalization engine is a lightweight Python service (`services/normalizer/`) exposing an HTTP contract, so mappings are authored and hot-reloaded without rebuilding the app."
REQ-DAT-05,DAT,MUST,A10,canonical-models / mapping-descriptor / provenance,G4,spec/data-normalization.md,"Every normalised record keeps provenance: source system, source id, source payload hash, mapping descriptor version, normalised-at."
REQ-DAT-06,DAT,MUST,A10,canonical-models / mapping-descriptor / provenance,G4,spec/data-normalization.md,"Unmappable input is quarantined with a reason, never dropped and never coerced into a wrong shape."
REQ-DAT-07,DAT,MUST,A10,canonical-models / mapping-descriptor / provenance,G4,spec/data-normalization.md,Mapping descriptors are validated against the canonical schema in CI; a descriptor that would write an unknown field fails the build.
REQ-DAT-08,DAT,MUST,A10,canonical-models / mapping-descriptor / provenance,G4,spec/data-normalization.md,"The engine is deterministic and side-effect free: same input plus same descriptor equals same output, and it is fuzz-tested as an untrusted-input parser."
REQ-OBS-01,OBS,OPT,A15,agent-enrolment / ingest-envelope,G4,spec/data-normalization.md,"Where the intake requires remote agents (collectors running outside the server), they are implemented in Rust."
REQ-OBS-02,OBS,MUST,A15,agent-enrolment / ingest-envelope,G4,spec/data-normalization.md,Agent↔server transport is mutually authenticated TLS with per-agent identity and short-lived credentials.
REQ-OBS-03,OBS,MUST,A15,agent-enrolment / ingest-envelope,G4,spec/data-normalization.md,"Agents are least-privilege, config-declared, and cannot receive arbitrary code or shell commands from the server."
REQ-OBS-04,OBS,MUST,A15,agent-enrolment / ingest-envelope,G4,spec/data-normalization.md,"Agent enrolment, heartbeat, version, and revocation are first-class audited entities."
REQ-OBS-05,OBS,MUST,A15,agent-enrolment / ingest-envelope,G4,spec/data-normalization.md,Agents buffer locally and resume without loss or duplication (idempotent ingest keys).
REQ-DOC-01,DOC,MUST,A16,help topic registry,G8,spec/baseline.md,"An in-app help section, always current, owned by the documentation expert agent (A16)."
REQ-DOC-02,DOC,MUST,A16,help topic registry,G8,spec/baseline.md,"Help content is organised and navigable: task-oriented guides, per-feature reference, glossary, search, deep links from the feature to its help topic."
REQ-DOC-03,DOC,MUST,A16,help topic registry,G8,spec/baseline.md,A shipped feature without a help topic fails the documentation gate. Help is not a follow-up.
REQ-DOC-04,DOC,MUST,A16,help topic registry,G8,spec/baseline.md,"Help is localised (REQ-I18N-01) and permission-aware — an operator sees the global-tier topics, a tenant user does not."
REQ-DOC-05,DOC,MUST,A17,(charts),G8,spec/baseline.md,The help section contains architecture and high-level design visualisations.
REQ-DOC-06,DOC,MUST,A17,(charts),G8,spec/baseline.md,"Those visualisations are proper charts authored by the architecture-chart agent (A17): C4-style context/container/component views, an auth-and-MFA sequence, a request-to-audit dataflow, an RLS/tenancy boundary diagram, a deployment topology, and the normalization pipeline."
REQ-DOC-07,DOC,MUST,A17,(charts),G8,spec/baseline.md,"Charts are version-controlled source (Mermaid or authored SVG), theme-aware in light and dark, and legible on mobile. A chart is not a screenshot of a whiteboard."
REQ-DOC-08,DOC,MUST,A17,(charts),G8,spec/baseline.md,Charts are regenerated and re-reviewed when the thing they describe changes; a stale diagram fails the documentation gate.
