req_id,domain,status,owner_agent,contract_member,gate,spec_document,requirement
REQ-REL-09,REL,MUST,B17,(release record),H8,spec/release.md,"`CHANGELOG.md`, `README.md`, `SECURITY.md` and `TODO.md` are updated every build, and the semver is bumped with the reason recorded."
REQ-REL-10,REL,MUST,B10,release-artifacts,H8,spec/release.md,"The update manifest is published atomically and last, after every artefact it references is retrievable. A manifest pointing at a missing artefact breaks every client at once."
REQ-REL-11,REL,MUST,B10,release-artifacts,H8,spec/release.md,"The published release is verified from outside CI, per forge and per architecture, exactly as a client does it: resolve the manifest over HTTPS, download each artefact, check hash and size against the manifest, verify the signature with the public key embedded in the shipped binary, verify Authenticode, then run the shipped updater against the real channel. Every other check verifies what CI built, not what the forge serves."
REQ-SBM-01,SBM,MUST,B11,SBOM / advisory report,H7,spec/supply-chain.md,A CycloneDX SBOM is generated per build and published per release (REQ-CRA-03).
REQ-SBM-02,SBM,MUST,B11,SBOM,H7,spec/supply-chain.md,"The dependency list is embedded in the shipped binary as well as published beside it, so an artefact found on a machine can be audited without access to the release page."
REQ-SBM-03,SBM,MUST,B11,SBOM / advisory report,H7,spec/supply-chain.md,Every dependency is checked against known-vulnerability sources on every build; a critical or known-exploited advisory blocks the release.
REQ-SBM-04,SBM,MUST,B11,SBOM / advisory report,H7,spec/supply-chain.md,"An independent first-party review of dependency behaviour beyond advisory matching: build scripts, `proc-macro` crates, network access at build time, `unsafe` volume, and crates whose ownership or activity pattern changed recently."
REQ-SBM-05,SBM,MUST,B11,SBOM / advisory report,H7,spec/supply-chain.md,"A new dependency is a reviewed decision with a recorded justification. In a Rust binary every dependency is compiled into the product, so this is a shipping decision rather than a development convenience."
REQ-SBM-06,SBM,MUST,B11,SBOM / advisory report,H7,spec/supply-chain.md,"Telemetry and phone-home are disabled and asserted by test, including build-time network access by any crate (REQ-FND-10)."
REQ-SBM-07,SBM,MUST,B11,SBOM / advisory report,H7,spec/supply-chain.md,"`cargo deny` gates licences, duplicate versions, and advisories, with the policy committed and reviewed."
REQ-SBM-08,SBM,MUST,B11,SBOM / advisory report,H7,spec/supply-chain.md,`Cargo.lock` is committed and a release builds `--locked`. An unlocked release build is not the thing that was tested.
REQ-CTR-01,CTR,MUST,B02,contracts crate,H3,contracts/README.md,"A single contract crate, `crates/contracts`, is the only cross-crate coupling. Two domain crates never depend on each other directly."
REQ-CTR-02,CTR,MUST,B02,contracts crate,H3,contracts/README.md,The contract crate is frozen at gate H3 before parallel work begins. After the freeze it changes only through a Contract Change Request.
REQ-CTR-03,CTR,MUST,B02,contracts crate,H3,contracts/README.md,"Contract changes are additive only. A published type, field, error variant, exit code or state transition is never edited or removed in place — a new one is added and the old deprecated with a removal version."
REQ-CTR-04,CTR,MUST,orchestrator,ownership.md,H3,contracts/README.md,"Every path has exactly one owning agent, declared in `contracts/ownership.md`. An agent writing outside its ownership is a build defect, not a merge conflict."
REQ-CTR-05,CTR,MUST,B14,fixtures,H4,contracts/README.md,"Crates consume each other through the contract and generated fixtures, never through a running instance or a sibling crate's internals. No agent waits for another agent to finish."
REQ-CTR-06,CTR,MUST,B02,contracts crate,H3,contracts/README.md,"A public enum in the contract is `#[non_exhaustive]` from the start. Adding a variant to an exhaustive enum breaks every `match` in every other crate, so in a compiled binary ""additive"" is not the same thing it is in a JSON schema. This is the Rust-specific trap this register exists to record."
REQ-CTR-07,CTR,MUST,B01,ffi-boundary,H4,contracts/README.md,"`crates/ffi` is a contract member, not a convenience. It is the only crate that calls `windows-rs` (REQ-FND-03), and needing a new Win32 call is a CCR for a wrapper rather than a `use` statement."
REQ-CTR-08,CTR,MUST,B08,service-state,H5,contracts/README.md,"A state transition is a contract member. The service stop/start sequence is called through the interface its owner published, never by shelling out — a direct call cannot know the restart policy or the crash-loop detection and gets the ordering right by luck (REQ-UPD-10)."
REQ-CTR-09,CTR,MUST,B02,contracts crate,H3,contracts/README.md,"A breaking-change detector runs on the contract crate on every commit and fails the build on a removed or narrowed member, including a newly-exhaustive enum."
REQ-CTR-10,CTR,MUST,B14,interface tests,H4,contracts/README.md,"Interface tests belong to the contract, not to either side, and both the producer and the consumer run them."
REQ-SEC-01,SEC,MUST,B09,update-manifest,H7,spec/updater.md,"Everything that leaves or enters the process over a network is encrypted and certificate-validated. No cleartext HTTP for updates, manifests or any other fetch."
REQ-SEC-02,SEC,MUST,B09,update-manifest,H7,spec/updater.md,"Signature verification on every executable artefact the app itself writes, launches or swaps in — the updater, the installer, and any helper process."
REQ-SEC-03,SEC,MUST,B01,crypto / paths,H7,spec/foundation.md,"Secrets at rest use DPAPI or the Windows credential store, never a file the app can read in cleartext, and never the registry in plaintext."
REQ-SEC-04,SEC,MUST,B01,crypto / paths,H7,spec/foundation.md,"Binary hardening enabled and verified in CI: ASLR/DEP, CFG where supported, and a stripped release build."
REQ-SEC-05,SEC,MUST,B01,crypto / paths,H7,spec/foundation.md,Files are written only to documented per-user or per-machine locations with correct ACLs. A world-writable directory on the search path of an elevated process is a privilege-escalation primitive.
REQ-SEC-06,SEC,MUST,B01,crypto / paths,H7,spec/foundation.md,"No DLL hijacking surface: fully qualified load paths, safe search mode, and no loading from the current working directory."
REQ-SEC-07,SEC,MUST,B01,crypto / paths,H7,spec/foundation.md,"Input from every external source — update manifest, IPC message, config file, command line — is parsed defensively and treated as untrusted."
REQ-SEC-08,SEC,MUST,B12,log-record,H7,spec/observability.md,"Logs and crash output never contain secrets, tokens or personal data, and the redaction is tested rather than assumed."
REQ-SEC-09,SEC,MUST,B08,ipc-contract,H7,spec/service-autostart.md,The IPC endpoint between service and UI authenticates its caller and is not reachable by other users on a shared machine (REQ-SVC-06).
REQ-SEC-10,SEC,MUST,B13,(documentation),H8,compliance/cra/cvd-policy.md,A published coordinated vulnerability disclosure policy and a single point of contact (REQ-CRA-04).
REQ-OBS-01,OBS,MUST,B12,log-record / diagnostics,H6,spec/observability.md,"Structured logging to a documented per-user location with rotation and a size cap, so a long-running tray app cannot fill a disk."
REQ-OBS-02,OBS,MUST,B12,log-record / diagnostics,H6,spec/observability.md,A log level adjustable at runtime without a restart or a registry edit.
REQ-OBS-03,OBS,MUST,B12,log-record / diagnostics,H6,spec/observability.md,"An in-app diagnostics view showing version, build, install mode, service state, update channel, last check and last error — the questions support asks, answered without asking the user to find a file."
REQ-OBS-04,OBS,MUST,B12,log-record / diagnostics,H6,spec/observability.md,"A one-action support bundle: logs, versions and configuration with secrets redacted (REQ-SEC-08), written to a file the user chooses."
REQ-OBS-05,OBS,MUST,B12,log-record / diagnostics,H6,spec/observability.md,"Crashes produce a local diagnostic record. Nothing is transmitted anywhere without an explicit, per-incident user action (REQ-FND-10)."
REQ-OBS-06,OBS,MUST,B12,log-record,H6,spec/observability.md,Service-mode logging goes to the same structured log and to the Windows Event Log for the events an administrator would look for there.
REQ-CRA-01,CRA,MUST,B13,(documentation),H8,compliance/cra/obligations-matrix.md,"Documented conformity posture against Regulation (EU) 2024/2847, Annex I Part I and Part II. This product is squarely a product with digital elements placed on the market, so CE marking and the Annex I essential requirements apply directly rather than by analogy."
REQ-CRA-02,CRA,MUST,B13,(documentation),H8,compliance/cra/obligations-matrix.md,"Secure-by-default configuration, documented, with a reset-to-secure-state procedure."
REQ-CRA-03,CRA,MUST,B11,SBOM,H7,spec/supply-chain.md,"A CycloneDX SBOM per build, retained per release (REQ-SBM-01)."
REQ-CRA-04,CRA,MUST,B13,(documentation),H8,compliance/cra/obligations-matrix.md,"A coordinated vulnerability disclosure policy with a documented single point of contact, published in `SECURITY.md`."
REQ-CRA-05,CRA,MUST,B13,(documentation),H8,compliance/cra/obligations-matrix.md,"A vulnerability handling process: intake, triage SLA, remediation, update distribution and advisory publication."
REQ-CRA-06,CRA,MUST,B13,(documentation),H8,compliance/cra/obligations-matrix.md,"Reporting readiness for the obligations in force since 11 September 2026 — actively exploited vulnerabilities and severe incidents to ENISA and the national CSIRT, with the 24-hour early warning — as a rehearsed runbook with named roles."
REQ-CRA-07,CRA,MUST,B09,update-manifest,H7,spec/updater.md,"Security updates separable from feature updates and signed (REQ-UPD-02, REQ-UPD-13). The auto-updater is the distribution mechanism this obligation is satisfied by, which makes REQ-UPD-02 a compliance control as well as a security one."
REQ-CRA-08,CRA,MUST,B00,(intake),H0,compliance/cra/obligations-matrix.md,A declared support period with the end-of-support date stated in the documentation and visible in the app's About view.
REQ-CRA-09,CRA,MUST,B13,(documentation),H8,compliance/cra/obligations-matrix.md,"Annex II user information, the Annex V EU declaration of conformity and Annex VII technical documentation kept as templates completed at release."
REQ-CRA-10,CRA,MUST,B13,(documentation),H8,compliance/cra/obligations-matrix.md,"Compliance documentation is generated from repository state rather than written by hand, so it cannot drift from the product."
REQ-CER-01,CER,MUST,B13,(documentation),H8,compliance/cer/resilience.md,"Documented resilience posture supporting a deploying operator's obligations under Directive (EU) 2022/2557. The product is a supplier artefact, never itself a critical entity."
REQ-CER-02,CER,MUST,B13,(documentation),H8,compliance/cer/resilience.md,"A criticality and dependency assessment: which essential service the app supports, what it depends on, and what fails when each dependency fails."
REQ-CER-03,CER,MUST,B13,(documentation),H8,compliance/cer/resilience.md,"Documented degraded-mode behaviour: no network, no update server, no service, expired certificate, read-only disk. A desktop app's dependencies fail differently from a server's and are more often the user's own network."
REQ-CER-04,CER,MUST,B13,(documentation),H8,compliance/cer/resilience.md,"Recovery procedures with stated RTO/RPO for user data, and a tested restore whose date and result are recorded."
REQ-CER-05,CER,MUST,B13,(documentation),H8,compliance/cer/resilience.md,"Incident response with named roles and escalation, aligned to the CRA reporting runbook so there is one process with two reporting outputs."
REQ-CER-06,CER,MUST,B13,(documentation),H8,compliance/cer/resilience.md,"An explicit split of which controls are the product's and which are the deploying operator's, including endpoint management, patching policy and physical security."
REQ-CER-07,CER,MUST,B13,(documentation),H8,compliance/cer/resilience.md,"A four-yearly reassessment cadence recorded, with the next due date in the document."
REQ-VER-01,VER,MUST,B16,manifest.json,H2,versions/README.md,"Latest stable releases of the toolchain and every crate. No prereleases, no release candidates, no git dependencies in a release build."
REQ-VER-02,VER,MUST,B16,manifest.json,H2,versions/README.md,"Every version validated externally against crates.io and the Rust release channel at build time, never from memory."
REQ-VER-03,VER,MUST,B16,manifest.json,H2,versions/README.md,The validation result is written to `versions/manifest.json` with the source URL and the timestamp of the check.
REQ-VER-04,VER,MUST,B16,manifest.json,H2,versions/README.md,"A major-version jump is a reviewed decision with a migration note. In this stack `windows` moves fast, and a major bump can change type names across every FFI call site."
REQ-VER-05,VER,MUST,B16,manifest.json,H2,versions/README.md,"Compatibility traps are recorded rather than rediscovered — the `windows` and `windows-sys` version pairing, and any crate whose latest version raises the MSRV above the pinned toolchain."
REQ-VER-06,VER,MUST,B16,manifest.json,H2,versions/README.md,"The MSRV is stated, tested in CI, and never silently raised by a dependency bump."
REQ-TST-01,TST,MUST,B14,fixtures / interface tests,H5,gates/gate-ladder.md,"Unit tests on logic, integration tests on the Windows integration points, and end-to-end tests on install, update and uninstall."
